Roughness;Roughness;
x;y;
[m];[m];
9.1903042e-06;-8.7587153e-10;
9.209858e-06;-9.588495e-10;
9.2294119e-06;-9.2722173e-10;
9.2489657e-06;-7.7166622e-10;
9.2685195e-06;-5.9120468e-10;
9.2880734e-06;-2.874861e-10;
9.3076272e-06;-2.7927504e-10;
9.327181e-06;-2.0089179e-10;
9.3467349e-06;-5.7040531e-11;
9.3662887e-06;-2.3211141e-10;
9.3858426e-06;-2.5882896e-10;
9.4053964e-06;-2.0128481e-10;
9.4249502e-06;-4.4300191e-10;
9.4445041e-06;-4.8560255e-10;
9.4640579e-06;-5.2715726e-10;
9.4836118e-06;-3.8004833e-10;
9.5031656e-06;-2.555886e-10;
9.5227194e-06;-2.3637207e-10;
9.5422733e-06;-2.9762862e-10;
9.5618271e-06;-1.9397127e-10;
9.581381e-06;-5.9820156e-11;
9.6009348e-06;-1.4537098e-11;
9.6204886e-06;-1.3462449e-11;
9.6400425e-06;9.7188572e-11;
9.6595963e-06;3.7489272e-10;
9.6791501e-06;3.6733578e-10;
9.698704e-06;3.0270568e-10;
9.7182578e-06;4.1517245e-10;
9.7378117e-06;6.8637877e-10;
9.7573655e-06;8.3570697e-10;
9.7769193e-06;9.6019112e-10;
9.7964732e-06;1.2228069e-09;
9.816027e-06;1.2797371e-09;
9.8355809e-06;1.1311307e-09;
9.8551347e-06;1.1075221e-09;
9.8746885e-06;1.1027969e-09;
9.8942424e-06;9.3014426e-10;
9.9137962e-06;8.446491e-10;
9.93335e-06;7.8663414e-10;
9.9529039e-06;8.087829e-10;
9.9724577e-06;5.9740311e-10;
9.9920116e-06;4.2249361e-10;
1.0011565e-05;1.0911863e-10;
1.0031119e-05;6.1059711e-11;
1.0050673e-05;2.2990402e-11;
1.0070227e-05;-1.0766658e-10;
1.0089781e-05;-1.1968522e-11;
1.0109335e-05;1.2480574e-10;
1.0128888e-05;2.7057759e-10;
1.0148442e-05;3.0579485e-10;
1.0167996e-05;2.5573875e-10;
1.018755e-05;2.0692265e-10;
1.0207104e-05;1.0809016e-10;
1.0226658e-05;9.0791753e-11;
1.0246211e-05;-1.2063473e-11;
1.0265765e-05;-2.2599625e-10;
1.0285319e-05;-4.7387273e-10;
1.0304873e-05;-6.3975484e-10;
1.0324427e-05;-4.3035418e-10;
1.0343981e-05;-1.8109122e-10;
1.0363534e-05;-1.056016e-10;
1.0383088e-05;-4.2727452e-10;
1.0402642e-05;-5.4042983e-10;
1.0422196e-05;-5.5051482e-10;
1.044175e-05;-6.4266569e-10;
1.0461304e-05;-6.2768594e-10;
1.0480858e-05;-4.7660587e-10;
1.0500411e-05;-2.6979936e-10;
1.0519965e-05;-3.3392495e-10;
1.0539519e-05;-4.834637e-10;
1.0559073e-05;-4.1358214e-10;
1.0578627e-05;-3.8030271e-10;
1.0598181e-05;-5.665719e-10;
1.0617734e-05;-7.9037076e-10;
1.0637288e-05;-5.592886e-10;
1.0656842e-05;-3.8575143e-10;
1.0676396e-05;-3.0788217e-10;
1.069595e-05;3.0392846e-11;
1.0715504e-05;1.3800067e-10;
1.0735057e-05;9.1723305e-11;
1.0754611e-05;-6.7162169e-11;
1.0774165e-05;-2.0857464e-11;
1.0793719e-05;1.5167581e-10;
