time,background,brillouin,first_harmonic,third_harmonic,temperature
0.008399999999999339,-0.0009152617110452386,1.6346189783678188e-6,0.00004035851908911635,-2.692983210109839e-6,60
0.008799999999999336,-0.0009139170883217304,9.416732475397346e-7,0.00006819049340428777,-6.902831740082332e-6,60
0.009199999999999334,-0.0009125783955519493,2.367319492122658e-7,0.00009320354914223254,-8.697151303441367e-6,60
0.009599999999999331,-0.0009112456049001324,-4.702408300872298e-7,0.0001144769871687225,-7.580945922194112e-6,60
0.009999999999999329,-0.000909918688661417,-1.1692708300412315e-6,0.00013123943244391567,-4.02924078171188e-6,60
0.010399999999999326,-0.0009085976192612266,-1.8505143031940536e-6,0.00014289668470841174,7.049041471027653e-7,60
0.010799999999999324,-0.0009072823692546591,-2.504396600096174e-6,0.00014905263168671148,5.029404776423958e-6,60
0.011199999999999322,-0.0009059729113258762,-3.1217467023603108e-6,0.00014952249485971519,7.546347917460219e-6,60
0.01159999999999932,-0.0009046692182874978,-3.6939258138126856e-6,0.0001443379739508356,7.5015345014820056e-6,60
0.011999999999999317,-0.0009033712630799961,-4.212948207226211e-6,0.0001337441661828748,5.006609249297392e-6,60
0.012399999999999314,-0.0009020790187710962,-4.671592636685002e-6,0.00011818844826356101,9.697864609004844e-7,60
0.012799999999999312,-0.0009007924585551761,-5.06350276181681e-6,0.00009830181114286336,-3.231152765266895e-6,60
0.01319999999999931,-0.0008995115557526725,-5.383275187977705e-6,0.00007487341852479235,-6.2169553993936726e-6,60
0.013599999999999307,-0.0008982362838094863,-5.626533903714917e-6,0.00004881940947785691,-7.057748580089262e-6,60
0.013999999999999305,-0.0008969666162963938,-5.7899900909338715e-6,0.00002114717412323081,-5.559944896337279e-6,60
0.014399999999999302,-0.0008957025269084589,-5.871486491385112e-6,-7.083508241883759e-6,-2.301636108496433e-6,60
0.0147999999999993,-0.0008944439894644493,-5.870025732404205e-6,-0.000034800972747035305,1.5855696231986908e-6,60
0.015199999999999297,-0.0008931909779062532,-5.7857822421687005e-6,-0.00006096226940991501,4.807361861077613e-6,60
0.015599999999999295,-0.0008919434662983023,-5.62009761686018e-6,-0.00008459232536529969,6.3359220676002316e-6,60
0.015999999999999293,-0.0008907014288269935,-5.375459535753754e-6,-0.00010482020147140854,5.735766391383803e-6,60
0.01639999999999929,-0.0008894648398001166,-5.055464552104104e-6,-0.0001209110984667344,3.283651574196863e-6,60
0.016799999999999288,-0.0008882336736462832,-4.6647653144902355e-6,-0.00013229294016720288,-1.4884862661785186e-7,60
0.017199999999999285,-0.0008870079049143581,-4.20900299183098e-6,-0.00013857657631947907,-3.4027314686381117e-6,60
0.017599999999999283,-0.0008857875082728939,-3.6947258825234245e-6,-0.00013956889715966358,-5.421257934893124e-6,60
0.01799999999999928,-0.0008845724585095683,-3.129295381184705e-6,-0.00013527842574327968,-5.591466221055037e-6,60
0.018399999999999278,-0.000883362730530624,-2.5207806525984404e-6,-0.00012591324214373463,-3.927709656533882e-6,60
0.018799999999999276,-0.0008821582993603103,-1.877843519227745e-6,-0.00011187138465604724,-1.04321290816742e-6,60
0.019199999999999273,-0.0008809591401403292,-1.2096152038821395e-6,-0.00009372415616632831,2.073030500862106e-6,60
0.01959999999999927,-0.0008797652281292822,-5.25566680949509e-7,-0.00007219302822982872,4.3937298113185545e-6,60
0.01999999999999927,-0.0008785765387021208,1.646255235086114e-7,-0.0000481210713127438,5.190507792075219e-6,60
0.020399999999999266,-0.0008773930473495999,8.512161817272633e-7,-0.00002244003842811573,4.260646239550554e-6,60
0.020799999999999264,-0.0008762147296777317,1.524528929353685e-6,3.865616154383667e-6,1.97343913428617e-6,60
0.02119999999999926,-0.0008750415614072454,2.175092604290649e-6,0.000029796396772236645,-8.721663136904988e-7,60
0.02159999999999926,-0.0008738735183730464,2.7937744387437445e-6,0.00005437566708131035,-3.324966635753219e-6,60
0.021999999999999256,-0.0008727105765236803,3.371908231889539e-6,0.00007668635729182941,-4.598159349383707e-6,60
0.022399999999999254,-0.0008715527119207975,3.90141570484295e-6,0.00009590510118174083,-4.320277379344402e-6,60
0.02279999999999925,-0.0008703999007386221,4.374919339086791e-6,0.00011133253524053855,-2.640873527835427e-6,60
0.02319999999999925,-0.0008692521192634219,4.785845122786544e-6,0.00012241864835116137,-1.6191269772292053e-7,60
0.023599999999999247,-0.000868109343892982,5.128513774664563e-6,0.00012878226712072368,2.276104932025448e-6,60
0.023999999999999244,-0.0008669715511360796,5.39821918026207e-6,0.00013022399153583808,3.877885635239648e-6,60
0.024399999999999242,-0.0008658387176119629,5.5912929581082875e-6,0.00012673214908429973,4.151565004905418e-6,60
0.02479999999999924,-0.0008647108200498309,5.705154270933903e-6,0.00011848160306583241,3.0579803920626747e-6,60
0.025199999999999237,-0.0008635878352883167,5.738344206797562e-6,0.0001058255222760751,1.006329850102374e-6,60
0.025599999999999234,-0.0008624697402749724,5.690544273857444e-6,0.00008928048429802434,-1.2965471887303805e-6,60
