filename,freq,power.real,power.imag,dR/R.real,dR/R.imag,residual.real,residual.imag,best_fit.real,best_fit.imag
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.7418935968510675,-2.7652426698710826e-15,3.7306503048367404e-15,-0.0036465452025300203,-0.008294814628958445,-0.00041437300760786177,0.0013842519590571813,-0.004060918210137881,-0.006910562669901259
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.758754814961319,-1.2035263945887204e-15,1.697800337002768e-15,-0.000010422813753236618,0.0015612590806694108,-0.0038549469489096936,-0.0064057265800406965,-0.0038653697626629293,-0.004844467499371275
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.7756160330715706,6.318846894985574e-16,-9.326940779636055e-16,-0.0030116784968451113,0.0021158987776923772,0.00003007121384845406,-0.0051680485723457625,-0.002981607282996659,-0.0030521497946533823
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.7924772511818221,-9.606712260026375e-16,1.4848501724534736e-15,0.0013027928116157023,-0.00323529567557778,-0.002880194930970311,0.0014770138355713457,-0.0015774021193546081,-0.0017582818400064385
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.8093384692920736,1.4391491615169736e-16,-2.331337761996427e-16,0.003009387347119441,0.0005276742484541631,-0.002895367254126407,-0.0016312242824146194,0.00011402009299303411,-0.001103550033960463
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.8261996874023252,1.0742433533382879e-16,-1.8257108492925101e-16,0.0023657435308610903,-0.002225799348004425,-0.000534521689778817,0.0010966653705438093,0.0018312218410822731,-0.0011291339774606164
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.8430609055125767,-2.308505294097939e-16,4.120851769976566e-16,0.004383093089278197,-0.0034463170419370345,-0.0010593297506781973,0.001669995294935093,0.0033237633385999926,-0.0017763217470019455
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.8599221236228283,-2.9062765776170794e-16,5.456087719317059e-16,0.004635175252000211,-0.0075669803783469545,-0.0002475114570713861,0.0046664933067209965,0.004387663794928826,-0.0029004870716259606
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.8767833417330798,-4.2979402488248703e-16,8.498191750068566e-16,0.005981571837679521,-0.008838783343245322,-0.0010893314849832528,0.00454213777004758,0.0048922403526962715,-0.0042966455731977445
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.8936445598433314,2.4761114392770427e-16,-5.165024282899854e-16,0.0059664596523463145,-0.008962285973253072,-0.001171516714834913,0.0032299853755590434,0.004794942937511393,-0.005732300597694024
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.9105057779535829,-3.233452640158623e-16,7.12870199381e-16,0.001920916685855049,-0.009830666938381735,0.0022217837153373507,0.0028481935366568116,0.004142700401192399,-0.006982473401724929
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.9273669960638344,-8.904828746519389e-16,2.0793205826785815e-15,-0.0014691084792768482,-0.008965598459624356,0.004529412638580376,0.0011038297447799382,0.003060304159303532,-0.007861768714844421
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.9442282141740859,-9.379800591697589e-16,2.3252614348003014e-15,0.0006738897473073189,-0.009508273101802179,0.0010542973346929535,0.0012592510897099054,0.0017281870820002705,-0.008249022012092258
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.9610894322843374,3.1815008676131916e-16,-8.39581104170135e-16,0.001245546554134393,-0.004557385569118633,-0.0008921916707891246,-0.0035439867947559046,0.00035335488334527546,-0.008101372363874544
