2theta,intensity,T
33.84,1.9412867276808342e-7,550.0
33.86,1.2941911517872228e-7,550.0
33.88,2.5883823035744456e-7,550.0
33.9,2.5883823035744456e-7,550.0
33.92,0.0,550.0
33.94,1.2941911517872228e-7,550.0
33.96,1.2941911517872228e-7,550.0
33.98,1.9412867276808342e-7,550.0
34.0,2.5883823035744456e-7,550.0
34.02,1.2941911517872228e-7,550.0
34.04,1.9412867276808342e-7,550.0
34.06,2.5883823035744456e-7,550.0
34.08,3.235477879468057e-7,550.0
34.1,3.235477879468057e-7,550.0
34.12,3.8825734553616684e-7,550.0
34.14,1.2941911517872228e-7,550.0
34.16,6.470955758936114e-8,550.0
34.18,3.235477879468057e-7,550.0
34.2,1.9412867276808342e-7,550.0
34.22,2.5883823035744456e-7,550.0
34.24,6.470955758936114e-8,550.0
34.26,2.5883823035744456e-7,550.0
34.28,2.5883823035744456e-7,550.0
34.3,1.2941911517872228e-7,550.0
34.32,0.0,550.0
34.34,2.5883823035744456e-7,550.0
34.36,1.9412867276808342e-7,550.0
34.38,6.470955758936114e-8,550.0
34.4,1.2941911517872228e-7,550.0
34.42,2.5883823035744456e-7,550.0
34.44,6.470955758936114e-8,550.0
34.46,3.235477879468057e-7,550.0
34.48,1.2941911517872228e-7,550.0
34.5,6.470955758936114e-8,550.0
34.52,1.9412867276808342e-7,550.0
34.54,3.235477879468057e-7,550.0
34.56,6.470955758936114e-8,550.0
34.58,6.470955758936114e-8,550.0
34.6,1.2941911517872228e-7,550.0
34.62,1.2941911517872228e-7,550.0
34.64,1.9412867276808342e-7,550.0
34.66,6.470955758936114e-8,550.0
34.68,1.2941911517872228e-7,550.0
34.7,2.5883823035744456e-7,550.0
34.72,1.9412867276808342e-7,550.0
34.74,3.235477879468057e-7,550.0
34.76,1.2941911517872228e-7,550.0
34.78,0.0,550.0
34.8,1.2941911517872228e-7,550.0
34.82,1.9412867276808342e-7,550.0
34.84,3.235477879468057e-7,550.0
34.86,6.470955758936114e-8,550.0
34.88,1.2941911517872228e-7,550.0
34.9,2.5883823035744456e-7,550.0
34.92,3.8825734553616684e-7,550.0
34.94,2.5883823035744456e-7,550.0
34.96,6.470955758936114e-8,550.0
34.98,1.2941911517872228e-7,550.0
35.0,3.235477879468057e-7,550.0
35.02,1.9412867276808342e-7,550.0
35.04,1.9412867276808342e-7,550.0
35.06,0.0,550.0
35.08,1.9412867276808342e-7,550.0
35.1,6.470955758936114e-8,550.0
35.12,2.5883823035744456e-7,550.0
35.14,2.5883823035744456e-7,550.0
35.16,2.5883823035744456e-7,550.0
35.18,1.9412867276808342e-7,550.0
35.2,3.235477879468057e-7,550.0
35.22,3.8825734553616684e-7,550.0
35.24,3.235477879468057e-7,550.0
35.26,3.235477879468057e-7,550.0
35.28,6.470955758936114e-8,550.0
35.3,1.2941911517872228e-7,550.0
35.32,1.2941911517872228e-7,550.0
35.34,1.9412867276808342e-7,550.0
35.36,1.9412867276808342e-7,550.0
35.38,1.9412867276808342e-7,550.0
35.4,2.5883823035744456e-7,550.0
35.42,1.9412867276808342e-7,550.0
35.44,1.2941911517872228e-7,550.0
35.46,1.2941911517872228e-7,550.0
35.48,1.9412867276808342e-7,550.0
35.5,1.2941911517872228e-7,550.0
35.52,1.2941911517872228e-7,550.0
35.54,1.2941911517872228e-7,550.0
35.56,2.5883823035744456e-7,550.0
35.58,2.5883823035744456e-7,550.0
35.6,6.470955758936114e-8,550.0
35.62,6.470955758936114e-8,550.0
35.64,1.2941911517872228e-7,550.0
35.66,1.9412867276808342e-7,550.0
35.68,1.2941911517872228e-7,550.0
35.7,1.9412867276808342e-7,550.0
35.72,1.9412867276808342e-7,550.0
35.74,1.2941911517872228e-7,550.0
35.76,2.5883823035744456e-7,550.0
35.78,3.235477879468057e-7,550.0
35.8,3.235477879468057e-7,550.0
35.82,1.2941911517872228e-7,550.0
35.84,4.5296690312552795e-7,550.0
35.86,3.8825734553616684e-7,550.0
35.88,3.8825734553616684e-7,550.0
35.9,1.9412867276808342e-7,550.0
35.92,1.2941911517872228e-7,550.0
35.94,3.235477879468057e-7,550.0
35.96,1.9412867276808342e-7,550.0
35.98,1.2941911517872228e-7,550.0
36.0,4.5296690312552795e-7,550.0
36.02,2.5883823035744456e-7,550.0
36.04,5.823860183042502e-7,550.0
36.06,1.2941911517872228e-7,550.0
36.08,6.470955758936114e-8,550.0
36.1,1.2941911517872228e-7,550.0
36.12,2.5883823035744456e-7,550.0
36.14,1.9412867276808342e-7,550.0
36.16,6.470955758936114e-8,550.0
36.18,0.0,550.0
36.2,1.9412867276808342e-7,550.0
36.22,6.470955758936114e-8,550.0
36.24,0.0,550.0
36.26,1.2941911517872228e-7,550.0
36.28,6.470955758936114e-8,550.0
36.3,2.5883823035744456e-7,550.0
36.32,1.2941911517872228e-7,550.0
36.34,1.2941911517872228e-7,550.0
36.36,0.0,550.0
36.38,6.470955758936114e-8,550.0
36.4,1.2941911517872228e-7,550.0
36.42,3.8825734553616684e-7,550.0
36.44,1.9412867276808342e-7,550.0
36.46,6.470955758936114e-8,550.0
36.48,1.9412867276808342e-7,550.0
36.5,2.5883823035744456e-7,550.0
36.52,1.2941911517872228e-7,550.0
36.54,1.2941911517872228e-7,550.0
36.56,1.9412867276808342e-7,550.0
36.58,6.470955758936114e-8,550.0
36.6,1.9412867276808342e-7,550.0
36.62,1.9412867276808342e-7,550.0
36.64,2.5883823035744456e-7,550.0
36.66,1.9412867276808342e-7,550.0
36.68,1.9412867276808342e-7,550.0
36.7,1.9412867276808342e-7,550.0
36.72,1.9412867276808342e-7,550.0
36.74,4.5296690312552795e-7,550.0
36.76,3.8825734553616684e-7,550.0
36.78,2.5883823035744456e-7,550.0
36.8,3.235477879468057e-7,550.0
36.82,3.235477879468057e-7,550.0
36.84,1.9412867276808342e-7,550.0
36.86,1.2941911517872228e-7,550.0
36.88,1.9412867276808342e-7,550.0
36.9,1.2941911517872228e-7,550.0
36.92,1.2941911517872228e-7,550.0
36.94,1.2941911517872228e-7,550.0
36.96,3.235477879468057e-7,550.0
36.98,6.470955758936114e-8,550.0
37.0,1.2941911517872228e-7,550.0
37.02,1.9412867276808342e-7,550.0
37.04,1.9412867276808342e-7,550.0
37.06,4.5296690312552795e-7,550.0
37.08,3.235477879468057e-7,550.0
37.1,1.9412867276808342e-7,550.0
37.12,1.9412867276808342e-7,550.0
37.14,1.2941911517872228e-7,550.0
37.16,2.5883823035744456e-7,550.0
37.18,6.470955758936114e-8,550.0
37.2,6.470955758936114e-8,550.0
37.22,6.470955758936114e-8,550.0
37.24,1.9412867276808342e-7,550.0
37.26,6.470955758936114e-8,550.0
37.28,1.2941911517872228e-7,550.0
37.3,1.2941911517872228e-7,550.0
37.32,1.2941911517872228e-7,550.0
37.34,2.5883823035744456e-7,550.0
37.36,1.9412867276808342e-7,550.0
37.38,3.235477879468057e-7,550.0
37.4,6.470955758936114e-8,550.0
37.42,5.176764607148891e-7,550.0
37.44,1.9412867276808342e-7,550.0
37.46,1.2941911517872228e-7,550.0
37.48,1.2941911517872228e-7,550.0
37.5,1.9412867276808342e-7,550.0
37.52,1.2941911517872228e-7,550.0
37.54,3.8825734553616684e-7,550.0
37.56,1.2941911517872228e-7,550.0
37.58,5.176764607148891e-7,550.0
37.6,2.5883823035744456e-7,550.0
37.62,3.8825734553616684e-7,550.0
37.64,6.470955758936114e-8,550.0
37.66,0.0,550.0
37.68,1.2941911517872228e-7,550.0
37.7,1.9412867276808342e-7,550.0
37.72,1.2941911517872228e-7,550.0
37.74,6.470955758936114e-8,550.0
37.76,2.5883823035744456e-7,550.0
37.78,1.2941911517872228e-7,550.0
37.8,1.2941911517872228e-7,550.0
37.82,2.5883823035744456e-7,550.0
37.84,1.9412867276808342e-7,550.0
37.86,1.2941911517872228e-7,550.0
37.88,1.2941911517872228e-7,550.0
37.9,0.0,550.0
37.92,6.470955758936114e-8,550.0
37.94,1.2941911517872228e-7,550.0
37.96,1.2941911517872228e-7,550.0
37.98,3.235477879468057e-7,550.0
38.0,6.470955758936114e-8,550.0
38.02,2.5883823035744456e-7,550.0
38.04,2.5883823035744456e-7,550.0
38.06,5.176764607148891e-7,550.0
38.08,2.5883823035744456e-7,550.0
38.1,1.9412867276808342e-7,550.0
38.12,1.9412867276808342e-7,550.0
38.14,2.5883823035744456e-7,550.0
38.16,2.5883823035744456e-7,550.0
38.18,6.470955758936114e-8,550.0
38.2,0.0,550.0
38.22,3.235477879468057e-7,550.0
38.24,6.470955758936114e-8,550.0
38.26,1.9412867276808342e-7,550.0
38.28,1.9412867276808342e-7,550.0
38.3,1.2941911517872228e-7,550.0
38.32,1.2941911517872228e-7,550.0
38.34,1.9412867276808342e-7,550.0
38.36,6.470955758936114e-8,550.0
38.38,3.8825734553616684e-7,550.0
38.4,1.2941911517872228e-7,550.0
38.42,2.5883823035744456e-7,550.0
38.44,1.2941911517872228e-7,550.0
38.46,3.8825734553616684e-7,550.0
38.48,1.9412867276808342e-7,550.0
38.5,9.059338062510559e-7,550.0
38.52,0.0,550.0
38.54,0.0,550.0
38.56,6.470955758936114e-8,550.0
38.58,0.0,550.0
38.6,3.235477879468057e-7,550.0
38.62,3.8825734553616684e-7,550.0
38.64,2.5883823035744456e-7,550.0
38.66,0.0,550.0
38.68,1.2941911517872228e-7,550.0
38.7,1.9412867276808342e-7,550.0
38.72,6.470955758936114e-8,550.0
38.74,1.9412867276808342e-7,550.0
38.76,2.5883823035744456e-7,550.0
38.78,5.176764607148891e-7,550.0
38.8,3.8825734553616684e-7,550.0
38.82,6.470955758936114e-8,550.0
38.84,6.470955758936114e-8,550.0
38.86,1.9412867276808342e-7,550.0
38.88,1.9412867276808342e-7,550.0
38.9,1.9412867276808342e-7,550.0
38.92,5.176764607148891e-7,550.0
38.94,4.5296690312552795e-7,550.0
38.96,3.235477879468057e-7,550.0
38.98,2.5883823035744456e-7,550.0
39.0,1.2941911517872228e-7,550.0
39.02,2.5883823035744456e-7,550.0
39.04,1.9412867276808342e-7,550.0
39.06,2.5883823035744456e-7,550.0
39.08,3.235477879468057e-7,550.0
39.1,6.470955758936114e-8,550.0
39.12,1.2941911517872228e-7,550.0
39.14,2.5883823035744456e-7,550.0
39.16,3.8825734553616684e-7,550.0
39.18,2.5883823035744456e-7,550.0
39.2,3.8825734553616684e-7,550.0
39.22,2.5883823035744456e-7,550.0
39.24,3.235477879468057e-7,550.0
39.26,1.9412867276808342e-7,550.0
39.28,3.235477879468057e-7,550.0
39.3,3.235477879468057e-7,550.0
39.32,2.5883823035744456e-7,550.0
39.34,1.2941911517872228e-7,550.0
39.36,5.176764607148891e-7,550.0
39.38,1.9412867276808342e-7,550.0
39.4,1.9412867276808342e-7,550.0
39.42,3.235477879468057e-7,550.0
39.44,2.5883823035744456e-7,550.0
39.46,1.2941911517872228e-7,550.0
39.48,3.235477879468057e-7,550.0
39.5,1.9412867276808342e-7,550.0
39.52,6.470955758936114e-8,550.0
39.54,3.235477879468057e-7,550.0
39.56,1.9412867276808342e-7,550.0
39.58,3.235477879468057e-7,550.0
39.6,3.8825734553616684e-7,550.0
39.62,3.8825734553616684e-7,550.0
39.64,4.5296690312552795e-7,550.0
39.66,1.9412867276808342e-7,550.0
39.68,1.2941911517872228e-7,550.0
39.7,1.2941911517872228e-7,550.0
39.72,3.235477879468057e-7,550.0
39.74,5.823860183042502e-7,550.0
39.76,3.235477879468057e-7,550.0
39.78,2.5883823035744456e-7,550.0
39.8,1.9412867276808342e-7,550.0
39.82,1.2941911517872228e-7,550.0
39.84,1.2941911517872228e-7,550.0
39.86,1.9412867276808342e-7,550.0
39.88,3.235477879468057e-7,550.0
39.9,1.9412867276808342e-7,550.0
39.92,2.5883823035744456e-7,550.0
39.94,5.176764607148891e-7,550.0
39.96,2.5883823035744456e-7,550.0
39.98,1.2941911517872228e-7,550.0
40.0,1.9412867276808342e-7,550.0
40.02,4.5296690312552795e-7,550.0
40.04,5.823860183042502e-7,550.0
40.06,2.5883823035744456e-7,550.0
40.08,3.235477879468057e-7,550.0
40.1,2.5883823035744456e-7,550.0
40.12,3.235477879468057e-7,550.0
40.14,1.9412867276808342e-7,550.0
40.16,2.5883823035744456e-7,550.0
40.18,3.235477879468057e-7,550.0
40.2,3.235477879468057e-7,550.0
40.22,2.5883823035744456e-7,550.0
40.24,3.235477879468057e-7,550.0
40.26,3.235477879468057e-7,550.0
40.28,3.235477879468057e-7,550.0
40.3,4.5296690312552795e-7,550.0
40.32,3.8825734553616684e-7,550.0
40.34,5.176764607148891e-7,550.0
40.36,3.235477879468057e-7,550.0
40.38,4.5296690312552795e-7,550.0
40.4,3.8825734553616684e-7,550.0
40.42,3.8825734553616684e-7,550.0
40.44,1.9412867276808342e-7,550.0
40.46,3.235477879468057e-7,550.0
40.48,4.5296690312552795e-7,550.0
40.5,1.9412867276808342e-7,550.0
40.52,1.9412867276808342e-7,550.0
40.54,3.8825734553616684e-7,550.0
40.56,6.470955758936113e-7,550.0
40.58,1.2941911517872228e-7,550.0
40.6,3.8825734553616684e-7,550.0
40.62,3.235477879468057e-7,550.0
40.64,2.5883823035744456e-7,550.0
40.66,1.2941911517872228e-7,550.0
40.68,3.8825734553616684e-7,550.0
40.7,5.823860183042502e-7,550.0
40.72,5.823860183042502e-7,550.0
40.74,3.8825734553616684e-7,550.0
40.76,5.176764607148891e-7,550.0
40.78,7.765146910723337e-7,550.0
40.8,1.2941911517872228e-7,550.0
40.82,5.823860183042502e-7,550.0
40.84,5.823860183042502e-7,550.0
40.86,3.8825734553616684e-7,550.0
40.88,5.823860183042502e-7,550.0
40.9,3.8825734553616684e-7,550.0
40.92,2.5883823035744456e-7,550.0
40.94,2.5883823035744456e-7,550.0
40.96,3.8825734553616684e-7,550.0
40.98,3.8825734553616684e-7,550.0
41.0,3.8825734553616684e-7,550.0
41.02,4.5296690312552795e-7,550.0
41.04,5.176764607148891e-7,550.0
41.06,4.5296690312552795e-7,550.0
41.08,4.5296690312552795e-7,550.0
41.1,3.8825734553616684e-7,550.0
41.12,3.8825734553616684e-7,550.0
41.14,3.235477879468057e-7,550.0
41.16,6.470955758936113e-7,550.0
41.18,1.2941911517872228e-7,550.0
41.2,3.8825734553616684e-7,550.0
41.22,3.235477879468057e-7,550.0
41.24,2.5883823035744456e-7,550.0
41.26,5.823860183042502e-7,550.0
41.28,6.470955758936113e-7,550.0
41.3,1.9412867276808342e-7,550.0
41.32,4.5296690312552795e-7,550.0
41.34,5.823860183042502e-7,550.0
41.36,3.235477879468057e-7,550.0
41.38,5.176764607148891e-7,550.0
41.4,4.5296690312552795e-7,550.0
41.42,6.470955758936113e-7,550.0
41.44,5.823860183042502e-7,550.0
41.46,4.5296690312552795e-7,550.0
41.48,3.235477879468057e-7,550.0
41.5,7.765146910723337e-7,550.0
41.52,7.118051334829725e-7,550.0
41.54,3.8825734553616684e-7,550.0
41.56,5.176764607148891e-7,550.0
41.58,5.176764607148891e-7,550.0
41.6,1.9412867276808342e-7,550.0
41.62,2.5883823035744456e-7,550.0
41.64,3.8825734553616684e-7,550.0
41.66,6.470955758936113e-7,550.0
41.68,3.235477879468057e-7,550.0
41.7,7.765146910723337e-7,550.0
41.72,7.118051334829725e-7,550.0
41.74,6.470955758936113e-7,550.0
41.76,9.059338062510559e-7,550.0
41.78,7.118051334829725e-7,550.0
41.8,3.235477879468057e-7,550.0
41.82,4.5296690312552795e-7,550.0
41.84,3.235477879468057e-7,550.0
41.86,6.470955758936113e-7,550.0
41.88,5.176764607148891e-7,550.0
41.9,3.235477879468057e-7,550.0
41.92,4.5296690312552795e-7,550.0
41.94,6.470955758936113e-7,550.0
41.96,7.765146910723337e-7,550.0
41.98,5.823860183042502e-7,550.0
42.0,3.8825734553616684e-7,550.0
42.02,1.0353529214297782e-6,550.0
42.04,8.412242486616948e-7,550.0
42.06,6.470955758936113e-7,550.0
42.08,6.470955758936113e-7,550.0
42.1,7.765146910723337e-7,550.0
42.12,7.118051334829725e-7,550.0
42.14,5.176764607148891e-7,550.0
42.16,8.412242486616948e-7,550.0
42.18,5.823860183042502e-7,550.0
42.2,4.5296690312552795e-7,550.0
42.22,1.0353529214297782e-6,550.0
42.24,9.706433638404171e-7,550.0
42.26,7.765146910723337e-7,550.0
42.28,5.823860183042502e-7,550.0
42.3,9.059338062510559e-7,550.0
42.32,7.118051334829725e-7,550.0
42.34,8.412242486616948e-7,550.0
42.36,6.470955758936113e-7,550.0
42.38,1.2294815941978616e-6,550.0
42.4,8.412242486616948e-7,550.0
42.42,5.823860183042502e-7,550.0
42.44,4.5296690312552795e-7,550.0
42.46,7.118051334829725e-7,550.0
42.48,9.706433638404171e-7,550.0
42.5,9.706433638404171e-7,550.0
42.52,8.412242486616948e-7,550.0
42.54,5.176764607148891e-7,550.0
42.56,6.470955758936113e-7,550.0
42.58,7.118051334829725e-7,550.0
42.6,5.823860183042502e-7,550.0
42.62,9.059338062510559e-7,550.0
42.64,6.470955758936113e-7,550.0
42.66,7.118051334829725e-7,550.0
42.68,3.8825734553616684e-7,550.0
42.7,8.412242486616948e-7,550.0
42.72,1.0353529214297782e-6,550.0
42.74,1.9412867276808342e-7,550.0
42.76,1.2294815941978616e-6,550.0
42.78,8.412242486616948e-7,550.0
42.8,9.706433638404171e-7,550.0
42.82,7.765146910723337e-7,550.0
42.84,7.765146910723337e-7,550.0
42.86,6.470955758936113e-7,550.0
42.88,1.1000624790191394e-6,550.0
42.9,1.488319824555306e-6,550.0
42.92,1.423610266965945e-6,550.0
42.94,7.118051334829725e-7,550.0
42.96,1.2294815941978616e-6,550.0
42.98,1.488319824555306e-6,550.0
43.0,8.412242486616948e-7,550.0
43.02,6.470955758936113e-7,550.0
43.04,7.765146910723337e-7,550.0
43.06,6.470955758936113e-7,550.0
43.08,9.706433638404171e-7,550.0
43.1,1.2941911517872227e-6,550.0
43.12,9.706433638404171e-7,550.0
43.14,1.2941911517872227e-6,550.0
43.16,5.176764607148891e-7,550.0
43.18,1.2941911517872227e-6,550.0
43.2,1.876577170091473e-6,550.0
43.22,1.3589007093765838e-6,550.0
43.24,1.3589007093765838e-6,550.0
43.26,7.118051334829725e-7,550.0
43.28,1.423610266965945e-6,550.0
43.3,1.5530293821446674e-6,550.0
43.32,1.2294815941978616e-6,550.0
43.34,1.8118676125021118e-6,550.0
43.36,8.412242486616948e-7,550.0
43.38,1.2294815941978616e-6,550.0
43.4,1.6824484973233896e-6,550.0
43.42,1.1647720366085005e-6,550.0
43.44,1.3589007093765838e-6,550.0
43.46,1.2941911517872227e-6,550.0
43.48,1.3589007093765838e-6,550.0
43.5,1.1000624790191394e-6,550.0
43.52,1.2941911517872227e-6,550.0
43.54,1.8118676125021118e-6,550.0
43.56,1.2941911517872227e-6,550.0
43.58,1.2294815941978616e-6,550.0
43.6,1.876577170091473e-6,550.0
43.62,1.9412867276808343e-6,550.0
43.64,1.5530293821446674e-6,550.0
43.66,1.2941911517872227e-6,550.0
43.68,1.876577170091473e-6,550.0
43.7,1.3589007093765838e-6,550.0
43.72,1.6177389397340285e-6,550.0
43.74,1.488319824555306e-6,550.0
43.76,1.3589007093765838e-6,550.0
43.78,1.488319824555306e-6,550.0
43.8,2.0059962852701954e-6,550.0
43.82,1.423610266965945e-6,550.0
43.84,1.488319824555306e-6,550.0
43.86,1.5530293821446674e-6,550.0
43.88,1.8118676125021118e-6,550.0
43.9,1.6824484973233896e-6,550.0
43.92,2.0707058428595565e-6,550.0
43.94,1.876577170091473e-6,550.0
43.96,1.2941911517872227e-6,550.0
43.98,1.6824484973233896e-6,550.0
44.0,2.1354154004489176e-6,550.0
44.02,2.1354154004489176e-6,550.0
44.04,1.423610266965945e-6,550.0
44.06,2.26483451562764e-6,550.0
44.08,1.876577170091473e-6,550.0
44.1,2.0059962852701954e-6,550.0
44.12,2.2001249580382787e-6,550.0
44.14,2.5883823035744454e-6,550.0
44.16,1.9412867276808343e-6,550.0
44.18,2.7825109763425287e-6,550.0
44.2,3.041349206699973e-6,550.0
44.22,2.394253630806362e-6,550.0
44.24,2.976639649110612e-6,550.0
44.26,1.8118676125021118e-6,550.0
44.28,2.329544073217001e-6,550.0
44.3,2.84722053393189e-6,550.0
44.32,2.0059962852701954e-6,550.0
44.34,3.235477879468057e-6,550.0
44.36,2.84722053393189e-6,550.0
44.38,3.041349206699973e-6,550.0
44.4,2.7825109763425287e-6,550.0
44.42,3.1060587642893347e-6,550.0
44.44,3.1060587642893347e-6,550.0
44.46,2.5883823035744454e-6,550.0
44.48,3.041349206699973e-6,550.0
44.5,2.976639649110612e-6,550.0
44.52,2.911930091521251e-6,550.0
44.54,2.6530918611638065e-6,550.0
44.56,2.911930091521251e-6,550.0
44.58,3.4296065522361403e-6,550.0
44.6,4.141411685719113e-6,550.0
44.62,3.364896994646779e-6,550.0
44.64,3.4943161098255014e-6,550.0
44.66,4.400249916076557e-6,550.0
44.68,3.364896994646779e-6,550.0
44.7,3.947283012951029e-6,550.0
44.72,4.206121243308474e-6,550.0
44.74,4.270830800897835e-6,550.0
44.76,4.917926376791446e-6,550.0
44.78,3.753154340182946e-6,550.0
44.8,4.982635934380808e-6,550.0
44.82,4.853216819202085e-6,550.0
44.84,4.206121243308474e-6,550.0
44.86,4.917926376791446e-6,550.0
44.88,5.5650219526850575e-6,550.0
44.9,5.8885697406318635e-6,550.0
44.92,5.629731510274419e-6,550.0
44.94,5.3708932799169746e-6,550.0
44.96,4.206121243308474e-6,550.0
44.98,5.3708932799169746e-6,550.0
45.0,5.629731510274419e-6,550.0
45.02,5.500312395095697e-6,550.0
45.04,5.8885697406318635e-6,550.0
45.06,6.729793989293558e-6,550.0
45.08,6.147407970989308e-6,550.0
45.1,6.017988855810586e-6,550.0
45.12,7.182760892419086e-6,550.0
45.14,0.000010677077002244587,550.0
45.16,0.00001138888213572756,550.0
45.18,0.000011324172578138199,550.0
45.2,9.577014523225448e-6,550.0
45.22,9.05933806251056e-6,550.0
45.24,8.476952044206308e-6,550.0
45.26,0.00001022411009911906,550.0
45.28,0.000010677077002244587,550.0
45.3,9.965271868761616e-6,550.0
45.32,0.000010094690983940337,550.0
45.34,9.641724080814809e-6,550.0
45.36,0.00001080649611742331,550.0
45.38,9.447595408046725e-6,550.0
45.4,0.000012941911517872228,550.0
45.42,0.00001138888213572756,550.0
45.44,0.000013006621075461589,550.0
45.46,0.000012165396826799893,550.0
45.48,0.000015271455591089228,550.0
45.5,0.000014559650457606255,550.0
45.52,0.00001708332320359134,550.0
45.54,0.00001701861364600198,550.0
45.56,0.00001824809524019984,550.0
45.58,0.00001870106214332537,550.0
45.6,0.00001921873860404026,550.0
45.62,0.00002226008781074023,550.0
45.64,0.000023683698077706175,550.0
45.66,0.000024330793653599786,550.0
45.68,0.000027048595072352955,550.0
45.7,0.000028148657551372095,550.0
45.72,0.00003740212428665074,550.0
45.74,0.0000342960655223614,550.0
45.76,0.000042384760221031545,550.0
45.78,0.000051702936513899545,550.0
45.8,0.00006263885174650158,550.0
45.82,0.00007441599122776531,550.0
45.84,0.00008172817123536312,550.0
45.86,0.0000967407885960949,550.0
45.88,0.0001087120567501267,550.0
45.9,0.00012825434314211377,550.0
45.92,0.0001403550304113243,550.0
45.94,0.00014579063324883065,550.0
45.96,0.00015730893449973692,550.0
45.98,0.0001617091844158135,550.0
46.0,0.00016326221379795813,550.0
46.02,0.0001606738314943837,550.0
46.04,0.00016106208883991986,550.0
46.06,0.00015659712936625395,550.0
46.08,0.00015129094564392633,550.0
46.1,0.00014773191997651146,550.0
46.12,0.00014624360015195616,550.0
46.14,0.00014695540528543915,550.0
46.16,0.00015038501183767527,550.0
46.18,0.00016073854105197306,550.0
46.2,0.00016895665486582192,550.0
46.22,0.00017859837894663674,550.0
46.24,0.00021431805473596407,550.0
46.26,0.00024647870485787655,550.0
46.28,0.0002948814539347187,550.0
46.3,0.00037505659578793713,550.0
46.32,0.0004884277406844978,550.0
46.34,0.000650978149348973,550.0
46.36,0.0009538188788671832,550.0
46.38,0.001617674230176439,550.0
46.4,0.0036100815083528683,550.0
46.42,0.012966436440198594,550.0
46.44,0.08840024429928696,550.0
46.46,1.0,550.0
46.48,0.4900085045830253,550.0
46.5,0.019981793707134005,550.0
46.52,0.00552930227689573,550.0
46.54,0.00250387162136274,550.0
46.56,0.0014043268188043154,550.0
46.58,0.0008897564168537156,550.0
46.6,0.0006017988855810585,550.0
46.62,0.00044177214966256847,550.0
46.64,0.0003329953833548524,550.0
46.66,0.00026485621921325513,550.0
46.68,0.00021684172748194917,550.0
46.7,0.0001766570922189559,550.0
46.72,0.00015122623608633697,550.0
46.74,0.0001260542181840755,550.0
46.76,0.0001145359169331692,550.0
46.78,0.00009732317461439914,550.0
46.8,0.00008690493584251201,550.0
46.82,0.0000779103073375908,550.0
46.84,0.0000679450354688292,550.0
46.86,0.00006548607228043347,550.0
46.88,0.00005946808342462288,550.0
46.9,0.000050991131380416576,550.0
46.92,0.000044714304294248544,550.0
46.94,0.000044649594736659185,550.0
46.96,0.00003656090003798904,550.0
46.98,0.00003681973826834649,550.0
47.0,0.0000354608375589699,550.0
47.02,0.000030413492066999734,550.0
47.04,0.000029831106048695483,550.0
47.06,0.000024848470114314678,550.0
47.08,0.00002620737082369126,550.0
47.1,0.000025819113478155093,550.0
47.12,0.000022518926041097676,550.0
47.14,0.000020383510640648758,550.0
47.16,0.00002161299223484662,550.0
47.18,0.000019542286391987064,550.0
47.2,0.000017795128337074313,550.0
47.22,0.000015206746033499867,550.0
47.24,0.000016889194530823257,550.0
47.26,0.000015077326918321144,550.0
47.28,0.000015012617360731783,550.0
47.3,0.000012165396826799893,550.0
47.32,0.000010482948329476505,550.0
47.34,0.000011777139481263727,550.0
47.36,0.000011518301250906282,550.0
47.38,0.000012230106384389255,550.0
47.4,0.000010677077002244587,550.0
47.42,0.000010094690983940337,550.0
47.44,0.000010353529214297782,550.0
47.46,8.800499832153115e-6,550.0
47.48,9.382885850457364e-6,550.0
47.5,8.476952044206308e-6,550.0
47.52,9.70643363840417e-6,550.0
47.54,7.441599122776531e-6,550.0
47.56,6.600374874114836e-6,550.0
47.58,6.859213104472281e-6,550.0
47.6,7.182760892419086e-6,550.0
47.62,6.406246201346752e-6,550.0
47.64,8.088694698670142e-6,550.0
47.66,5.69444106786378e-6,550.0
47.68,5.69444106786378e-6,550.0
47.7,7.118051334829725e-6,550.0
47.72,6.729793989293558e-6,550.0
47.74,6.147407970989308e-6,550.0
47.76,5.3708932799169746e-6,550.0
47.78,4.917926376791446e-6,550.0
47.8,5.306183722327613e-6,550.0
47.82,5.759150625453141e-6,550.0
47.84,4.270830800897835e-6,550.0
47.86,4.788507261612724e-6,550.0
47.88,5.306183722327613e-6,550.0
47.9,4.52966903125528e-6,550.0
47.92,3.6237352250042236e-6,550.0
47.94,4.7237977040233626e-6,550.0
47.96,3.8825734553616685e-6,550.0
47.98,4.0767021281297514e-6,550.0
48.0,3.8825734553616685e-6,550.0
48.02,3.4943161098255014e-6,550.0
48.04,3.235477879468057e-6,550.0
48.06,2.7178014187531676e-6,550.0
48.08,2.976639649110612e-6,550.0
48.1,3.5590256674148625e-6,550.0
48.12,3.041349206699973e-6,550.0
48.14,3.6237352250042236e-6,550.0
48.16,3.041349206699973e-6,550.0
48.18,2.7178014187531676e-6,550.0
48.2,3.170768321878696e-6,550.0
48.22,2.7825109763425287e-6,550.0
48.24,2.84722053393189e-6,550.0
48.26,2.6530918611638065e-6,550.0
48.28,3.041349206699973e-6,550.0
48.3,2.394253630806362e-6,550.0
48.32,3.041349206699973e-6,550.0
48.34,2.911930091521251e-6,550.0
48.36,2.5883823035744454e-6,550.0
48.38,2.0059962852701954e-6,550.0
48.4,2.458963188395723e-6,550.0
48.42,2.0707058428595565e-6,550.0
